App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Last Updated,Current Ver,Android Ver,Genres_2
Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14000000.0,1000,True,0,Everyone,Video Players & Editors,07/07/2018,1.9,4.1,
AZ Immune Related AEManagement,MEDICAL,3.7,3,7300000.0,500,True,0,Everyone,Medical,24/05/2018,1.4,3.2,
AZ Rockets,GAME,4.2,162,37000000.0,10000,True,0,Everyone,Arcade,25/05/2018,1.2.1,4.1,
NB|AZ Business Mobile Banking,FINANCE,4.1,44,13000000.0,1000,True,0,Everyone,Finance,05/04/2018,4.2.31,4.2,
Az Content,FAMILY,3.5,24,13000000.0,10000,True,0,Everyone,Entertainment,05/06/2018,1.0.15,4.1,
Catalyst AZ,FAMILY,4.8,12,8400000.0,500,True,0,Teen,Education,27/06/2018,3.8.0,4.1,
Casino AZ/Talking Stick Resort,TRAVEL_AND_LOCAL,4.3,201,45000000.0,10000,True,0,Everyone,Travel & Local,16/07/2018,7.9.2.6,4.4,
Graffiti Letters (A-Z),LIFESTYLE,3.9,386,7900000.0,50000,True,0,Everyone,Lifestyle,18/02/2017,2.1.5,4.0,
First Credit Union (AZ) Mobile,FINANCE,3.5,100,11000000.0,10000,True,0,Everyone,Finance,13/06/2017,3.0.830,4.0,
Arizona Mobile,FAMILY,4.3,285,6200000.0,10000,True,0,Everyone,Education,07/11/2017,4.7,4.1,
AZ Mobile Gizmo,BUSINESS,4.4,16,3700000.0,1000,True,0,Everyone,Business,02/04/2018,3.4.4,4.2,
Az Video Status,FAMILY,4.8,13,6000000.0,100,True,0,Everyone,Entertainment,02/08/2018,1.0.4,4.1,
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8800000.0,1000,True,0,Everyone,Books & Reference,18/10/2017,1.6,4.4,
Explore Sedona & Northern AZ,TRAVEL_AND_LOCAL,3.8,43,22000000.0,10000,True,0,Everyone,Travel & Local,07/03/2017,16.51.1,2.3,
Arizona DMV Permit Test - AZ,FAMILY,4.2,109,30000000.0,10000,True,0,Everyone,Education,15/02/2018,6.0.3,4.4,
Oxford A-Z of English Usage,BOOKS_AND_REFERENCE,4.0,5300,11000000.0,1000000,True,0,Everyone,Books & Reference,28/11/2017,9.1.284,4.1,
Cures A-Z,HEALTH_AND_FITNESS,4.0,265,4099999.9999999995,100000,True,0,Everyone,Health & Fitness,13/08/2015,2.1,3.0,
AZ Practice Test & Questions,FAMILY,4.4,13,3400000.0,1000,True,0,Everyone,Education,23/03/2017,1.0,2.3.3,
Arizona Trail,TRAVEL_AND_LOCAL,4.7,65,13000000.0,5000,True,0,Everyone,Travel & Local,06/04/2017,6.0.19,4.1,
Ultrasound A-Z,FAMILY,4.5,112,39000000.0,10000,True,0,Everyone,Education,05/06/2018,1.5,4.0,
A-Z Punjabi Songs & Music Videos 2018,FAMILY,4.3,367,5100000.0,100000,True,0,Everyone,Entertainment,17/05/2018,1.0.19,4.1,
Manga AZ - Manga Comic Reader,COMICS,3.3,126,4700000.0,5000,True,0,Teen,Comics,24/07/2018,1.0.4,4.0.3,
Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,5500000.0,10000,True,0,Everyone,Lifestyle,03/06/2016,3.0.0,4.1,
Phoenix and Arizona Cameras,TRAVEL_AND_LOCAL,4.1,134,5300000.0,10000,True,0,Everyone,Travel & Local,20/06/2018,6.3.4,4.0.3,
AZ REMOTE CONTROL,TOOLS,2.1,149,2800000.0,50000,True,0,Everyone,Tools,28/03/2016,1.9,3.2,
Greater London A-Z 2016,TRAVEL_AND_LOCAL,3.7,40,9000000.0,1000,False,8.49,Everyone,Travel & Local,18/08/2016,1.0.1,4.1,
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51000000.0,1000000,True,0,Everyone,Travel & Local,24/07/2018,4.20,4.4,
Ba Financial Calculator plus,FINANCE,4.4,31,206000.0,1000,False,3.99,Everyone,Finance,15/07/2018,2.9.1,2.1,
Financial Calculator BA Chien.,FINANCE,4.2,23,954000.0,500,False,3.99,Everyone,Finance,14/12/2016,1.9.10,3.0,
BA4You,BUSINESS,2.1,87,26000000.0,5000,True,0,Everyone,Business,26/04/2018,1.6.0.0,4.0,
BA Pro Financial Calculator,FINANCE,2.4,36,9400000.0,1000,False,1.99,Everyone,Finance,16/11/2015,1.3.3,2.3,
BA Calculator,PRODUCTIVITY,4.1,22,2400000.0,5000,True,0,Everyone,Productivity,22/07/2018,1.2.1,4.0.3,
ba,FAMILY,3.1,1734,5800000.0,500000,True,0,Everyone,Strategy,08/06/2016,1.0.3,4.0,
Ra Ga Ba,GAME,5.0,2,20000000.0,1,False,1.49,Everyone,Arcade,08/02/2017,1.0.4,2.3,
Ba Cristi,GAME,3.5,196,35000000.0,10000,True,0,Everyone,Adventure,22/03/2016,1.0.4,2.3,
Ba ba black sheep offline Video,PARENTING,4.2,20,17000000.0,10000,True,0,Everyone,Parenting,02/07/2017,1.1,4.0.3,
Goody.ba,FAMILY,4.7,303,42000000.0,10000,True,0,Everyone,Entertainment,22/07/2018,2.0.5,4.1,
Learn alif ba ta,FAMILY,4.8,23,35000000.0,10000,True,0,Everyone,Educational,28/11/2017,1.0.2,2.3,
Arabic Alif Ba Ta For Kids,FAMILY,4.5,226,26000000.0,100000,True,0,Everyone,Education,30/05/2017,1.0.0,2.3,
Arabic Alphabet Alif Ba Ta Wooden Blocks,FAMILY,4.6,66,17000000.0,10000,True,0,Everyone,Educational,25/02/2018,1.0.0,2.3,
Let's Learn Alif Ba Ta,FAMILY,4.6,32,60000000.0,10000,True,0,Everyone,Education,29/11/2017,6,4.0.3,
Sufara.ba,FAMILY,4.9,285,25000000.0,10000,True,0,Everyone,Education,05/01/2018,1.0.5,4.4,
Elif Ba - Learn The Holy Quran,FAMILY,4.8,1491,38000000.0,50000,True,0,Everyone,Education,31/10/2017,1.3,4.1,
Instant Ba-dum-tss,FAMILY,4.0,13,2000000.0,1000,True,0,Everyone,Entertainment,23/09/2015,1.0,1.6,
Ba Zi Fortune,LIFESTYLE,3.9,592,2500000.0,100000,True,0,Everyone,Lifestyle,02/01/2018,1.0.23,2.3,
BA VPN - Free Unlimited VPN,FAMILY,4.1,181,9200000.0,10000,True,0,Everyone,Entertainment,14/06/2018,1.2.1,5.0,
Ba dum tss - Rimshot widget,COMICS,4.1,690,444000.0,50000,True,0,Everyone,Comics,29/09/2015,1.2.3,2.2,
Alif Ba Ta Song - Arabic Kids,FAMILY,4.5,227,15000000.0,50000,True,0,Everyone,Educational,24/02/2018,1.0,2.3,
Fitness Dance for Zum.ba Workout Exercise,HEALTH_AND_FITNESS,4.2,287,12000000.0,50000,True,0,Everyone,Health & Fitness,30/07/2018,1.8,4.2,
Cafe.ba,NEWS_AND_MAGAZINES,4.0,677,4400000.0,10000,True,0,Everyone,News & Magazines,07/06/2017,5.5.2,4.0,
058.ba,NEWS_AND_MAGAZINES,4.4,27,14000000.0,100,True,0,Everyone,News & Magazines,06/07/2018,1.0,4.2,
Loreal - BA Makeup,TOOLS,1.9,8,6700000.0,1000,True,0,Everyone,Tools,18/04/2018,1.1.1,4.0.3,
Elif Ba Oyunu,TOOLS,3.7,26,2200000.0,5000,True,0,Everyone,Tools,02/11/2015,1.1,2.3,
Klix.ba,NEWS_AND_MAGAZINES,4.0,3647,5700000.0,100000,True,0,Everyone,News & Magazines,25/02/2017,4.1.1,4.0,
PBA® Bowling Challenge,SPORTS,4.3,242096,87000000.0,10000000,True,0,Everyone,Sports,02/08/2018,3.4.4,4.1,
Avios for Android,TRAVEL_AND_LOCAL,2.5,862,30000000.0,100000,True,0,Everyone,Travel & Local,10/04/2018,7.8.0,5.0,
Banana Kong,GAME,4.4,3452530,68000000.0,100000000,True,0,Everyone,Action,07/02/2018,1.9.6.6,4.0.3,
Elifba Quran Learning Game,FAMILY,4.7,1424,19000000.0,100000,True,0,Everyone,Educational,07/06/2018,2.2,4.1,
Space Shooter : Galaxy Attack,GAME,4.6,169661,40000000.0,10000000,True,0,Everyone,Arcade,01/08/2018,1.246,4.1,
Hunt Buddy BC,SPORTS,4.4,172,49000000.0,5000,False,2.99,Everyone,Sports,10/07/2018,1.5,4.0.3,
"Survival Mobile:10,000 BC",FAMILY,4.3,7441,52000000.0,500000,True,0,Everyone 10+,Strategy,02/08/2018,0.1.801,2.3,
iHunter BC,SPORTS,4.4,55,63000000.0,1000,False,4.49,Everyone,Sports,03/08/2018,2.0.38,4.0.3,
Anthem BC Anywhere,MEDICAL,2.6,496,24000000.0,100000,True,0,Everyone,Medical,27/07/2018,8.0.226,4.4,
iFish BC,SPORTS,3.6,25,6000000.0,1000,False,3.99,Everyone,Sports,18/02/2015,2.1,2.3,
BC Connect,FAMILY,3.8,11,17000000.0,1000,True,0,Everyone,Education,14/03/2018,2.6.12,4.1,
Ice Crush 10.000 B.C.,FAMILY,4.4,31,4200000.0,100,False,0.99,Everyone,Casual,15/08/2013,1.48,2.0,
BC Navigator,FAMILY,4.4,21,32000000.0,1000,True,0,Everyone,Education,10/05/2018,3.2,4.0.3,
BC Lotto Check,FAMILY,3.0,10,717000.0,5000,True,0,Everyone,Entertainment,22/06/2016,0.0.7,4.0.3,
BC Liquor Stores,LIFESTYLE,3.7,492,4300000.0,50000,True,0,Everyone,Lifestyle,05/10/2015,3.6,2.2,
BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,7200000.0,50,False,1.75,Everyone,Books & Reference,08/10/2015,1.0,4.1,
BC Hospital Wait Times,MEDICAL,4.2,8,1200000.0,500,True,0,Everyone,Medical,19/01/2016,1.2,4.1,
"Town of Princeton, BC",PRODUCTIVITY,4.8,4,31000000.0,100,True,0,Everyone,Productivity,25/06/2018,3.3.8,4.0,
Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17000000.0,500,True,0,Everyone,Travel & Local,09/10/2017,2.0.0,4.4W,
Bridge Constructor Stunts FREE,FAMILY,4.1,36151,46000000.0,1000000,True,0,Everyone,Simulation,22/04/2017,2.7,3.2,
BC's Pizza,LIFESTYLE,4.7,113,20000000.0,1000,True,0,Everyone,Lifestyle,30/09/2016,3.0.0,4.0,
Baby Connect (activity log),PARENTING,4.7,8343,8300000.000000001,50000,False,4.99,Everyone,Parenting,10/07/2018,6.3.16,4.0.3,
BC Wildfire,TOOLS,3.3,27,5000000.0,5000,True,0,Everyone,Tools,31/05/2018,10.1.0,5.0,
BC Slots - The Lost Reels FREE,GAME,4.0,209,22000000.0,10000,True,0,Teen,Casino,13/07/2018,7.0,4.0,
Truck Driving Test Class 3 BC,FAMILY,1.0,1,2000000.0,50,False,1.49,Everyone,Education,09/04/2012,1.0,2.1,
BC Highways - Road Conditions,TRAVEL_AND_LOCAL,4.4,382,12000000.0,10000,True,0,Everyone,Travel & Local,01/02/2018,2.1.3,5.0,
BC Camera,PHOTOGRAPHY,4.2,5,5500000.0,500,True,0,Everyone,Photography,10/01/2018,1.0,4.0.3,
BC iptv player,VIDEO_PLAYERS,4.4,8,14000000.0,1000,True,0,Everyone,Video Players & Editors,12/10/2017,Final,4.0,
"Victoria, BC | Tour City",TRAVEL_AND_LOCAL,4.3,20,15000000.0,1000,True,0,Everyone,Travel & Local,02/08/2016,1.7,4.0,
BC Wildflowers,FAMILY,4.4,7,81000000.0,1000,True,0,Everyone,Education,10/07/2017,3.5,4.1,
BC Hockey,SPORTS,3.7,20,8900000.0,1000,True,0,Everyone,Sports,08/12/2017,3.1,4.4,
British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3000000.0,100,True,0,Everyone,Travel & Local,08/11/2017,1.0,4.1,
PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13000000.0,1000,True,0,Everyone,Medical,12/07/2018,4.5.2,4.4,
British Columbia License,FAMILY,3.3,14,11000000.0,1000,True,0,Everyone,Education,19/01/2015,1.2,4.0,
AP Calculus BC Practice Test,FAMILY,4.2,4,29000000.0,500,True,0,Everyone,Education,25/01/2018,6.0.2,4.4,
BC Pizza,LIFESTYLE,2.3,3,2600000.0,500,True,0,Everyone,Lifestyle,12/01/2016,1.0,4.2,
Railroad Radio Vancouver BC,FAMILY,5.0,4,1700000.0,100,True,0,Teen,Entertainment,28/06/2015,1,2.2,
AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,5400000.0,1000,True,0,Everyone,Education,03/07/2018,1.6.7.1,4.1,
Bridge Constructor Playground FREE,FAMILY,3.9,137377,30000000.0,5000000,True,0,Everyone,Simulation,12/04/2017,2.2,4.0.3,
"BDCast - Bangla Live TV,Radio",FAMILY,4.4,7461,31000000.0,1000000,True,0,Everyone,Entertainment,20/05/2018,4.2.1,4.1,
bd's Mongolian Grill,LIFESTYLE,4.2,120,14000000.0,10000,True,0,Everyone,Lifestyle,23/02/2018,1.5.1,4.1,
BD Briight: Your Diabetes Personal Assistant,MEDICAL,4.8,17,37000000.0,5000,True,0,Everyone,Medical,19/07/2018,1.5.0,5.0,
Jagobd - Bangla TV(Official),FAMILY,4.3,39109,4000000.0,1000000,True,0,Everyone,Entertainment,20/12/2017,6.5,4.0,
BD Data Plan (3G & 4G),COMMUNICATION,4.4,10341,6900000.0,500000,True,0,Everyone,Communication,05/07/2018,5.2.4,4.1,
বাংলা টিভি প্রো BD Bangla TV,FAMILY,4.3,193,14000000.0,10000,True,0,Everyone,Entertainment,29/04/2017,1.3,4.0,
BD tools,TOOLS,4.0,21,210000.0,10000,True,0,Everyone,Tools,18/12/2015,6.1,4.2,
BD Provider App,HEALTH_AND_FITNESS,1.4,45,13000000.0,5000,True,0,Everyone,Health & Fitness,12/09/2016,1.0,4.1,
"Izneo, Read Manga, Comics & BD",COMICS,3.3,1476,18000000.0,500000,True,0,Teen,Comics,11/06/2018,7.3,4.0,
BD Radio TV Free List,FAMILY,4.3,539,13000000.0,50000,True,0,Everyone,Entertainment,01/08/2018,1.3,4.2,
BD Online News,NEWS_AND_MAGAZINES,4.6,30,3800000.0,1000,True,0,Everyone,News & Magazines,20/03/2018,1.5,4.0.3,
BD Bank Interest,FINANCE,4.7,289,3200000.0,5000,True,0,Everyone,Finance,04/05/2018,1.2,4.1,
BD Earn Pro,FAMILY,4.2,540,3200000.0,10000,True,0,Everyone,Entertainment,01/08/2018,2.4,4.1,
Comics Reader,COMICS,3.9,4496,609000.0,100000,True,0,Everyone,Comics,29/10/2017,2.3.216,2.3,
Upohar BD,BUSINESS,3.4,9,1700000.0,1000,True,0,Everyone,Business,08/10/2016,1.0,3.0,
Electricity Bill Calculator BD,PRODUCTIVITY,4.3,247,4000000.0,10000,True,0,Everyone,Productivity,22/06/2016,1.2,4.0.3,
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6500000.0,1000,True,0,Everyone,Books & Reference,15/03/2017,3.15317,3.0,
BD Attendance,PRODUCTIVITY,4.8,93,14000000.0,1000,True,0,Everyone,Productivity,17/07/2018,2.3.14,4.3,
BD All Sim Offer,BOOKS_AND_REFERENCE,4.5,197,2800000.0,10000,True,0,Everyone,Books & Reference,03/01/2017,1.2,4.1,
BD TYCOON,FAMILY,3.3,16,33000000.0,500,True,0,Everyone,Simulation,06/07/2017,1.2,4.1,
BD Sports Box & TV,FAMILY,4.2,5,3300000.0,500,True,0,Everyone,Entertainment,13/04/2018,1.1,4.0.3,
Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3900000.0,100,True,0,Everyone,Maps & Navigation,16/10/2017,2.0,4.2,
BD Field Force,PRODUCTIVITY,4.2,41,15000000.0,1000,True,0,Everyone,Productivity,01/08/2018,1.3.13,4.3,
BD CRICKET LIVE,SPORTS,4.6,1238,9500000.0,100000,True,0,Everyone,Sports,15/01/2018,3.0,4.0.3,
BD All Results,FAMILY,4.1,205,7300000.0,50000,True,0,Everyone,Education,29/11/2017,9.0,4.0.3,
BD Online Passport Application,FAMILY,4.6,12,2400000.0,5000,True,0,Everyone,Education,07/10/2017,3.0,4.0.3,
BD Internet Packages (Updated),COMMUNICATION,4.0,474,3000000.0,50000,True,0,Everyone,Communication,05/08/2016,0.0.5,4.0,
Live Radio BD,FAMILY,4.2,69,3500000.0,10000,True,0,Everyone,Entertainment,04/05/2015,1.1,4.0,
iCard BD Plus,SOCIAL,5.0,2,2400000.0,500,True,0,Everyone,Social,15/07/2016,3.7.5,2.0,
BD Dialer,COMMUNICATION,4.1,29,13000000.0,10000,True,0,Everyone,Communication,09/07/2018,1.8.3,4.1,
BANGLA TV 3G/4G,SPORTS,4.1,142,5300000.0,100000,True,0,Everyone,Sports,07/06/2018,2.4,4.0,
Earn Money BD,FINANCE,3.8,103,6900000.0,5000,True,0,Everyone,Finance,11/07/2018,3.4,4.0,
BD Hospital's,FAMILY,4.7,12,2300000.0,100,True,0,Everyone,Education,07/10/2015,1.1,3.0,
Rabbithole,FAMILY,3.5,3347,15000000.0,100000,True,0,Everyone,Entertainment,18/07/2018,1.1.15.12,4.4,
Educationboard Results BD,FAMILY,4.0,983,7200000.0,100000,True,0,Everyone,Education,12/06/2018,1.0,4.0,
BD Online Shop,BUSINESS,4.2,63,13000000.0,5000,True,0,Everyone,Business,13/09/2015,3.0.1,2.3.3,
Remote for Samsung TV & BluRay Players (Read Desc),TOOLS,3.3,1988,7300000.0,500000,True,0,Everyone,Tools,03/08/2018,Cow V3.15,4.3,
Vehicle Case Checker BD,TOOLS,3.7,29,3300000.0,10000,True,0,Everyone,Tools,13/07/2017,1.0,4.1,
Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,7300000.0,1000000,True,0,Everyone,Tools,31/07/2018,Cow V3.15,4.3,
Remote for Panasonic TV+BD+AVR,TOOLS,3.7,533,7300000.0,100000,True,0,Everyone,Tools,31/07/2018,Cow V3.15,4.3,
Exam Result BD,FAMILY,5.0,2,2600000.0,500,True,0,Everyone,Education,22/07/2017,1.0,3.2,
BD Live Call,COMMUNICATION,4.4,7,308000.0,5000,True,0,Everyone,Communication,06/09/2016,1.01,2.0,
Helping BD,LIFESTYLE,5.0,15,4500000.0,100,True,0,Everyone,Lifestyle,19/06/2018,2.1,4.0.3,
Best Browser BD social networking,COMMUNICATION,4.8,6,21000000.0,10,True,0,Everyone,Communication,04/07/2018,2.0,4.1,
Traffic signs BD,COMMUNICATION,4.4,7,5300000.0,500,True,0,Everyone,Communication,08/10/2015,1.0,4.1,
BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2300000.0,100,True,0,Everyone,News & Magazines,09/03/2018,1.2,4.0.3,
be Produbanco,FINANCE,4.0,967,22000000.0,100000,True,0,Everyone,Finance,02/08/2018,1.2.1,4.1,
Millionaire : Who want to be?,GAME,4.4,4396,40000000.0,100000,True,0,Everyone,Trivia,12/04/2017,1.5,2.3,
Be My Eyes - Helping the blind,LIFESTYLE,4.9,8418,21000000.0,500000,True,0,Everyone,Lifestyle,11/07/2018,1.2.9,4.4,
Be My Princess: PARTY,FAMILY,4.4,9443,21000000.0,100000,True,0,Teen,Simulation,12/12/2016,1.8.0,4.0.3,
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53000000.0,100000000,True,0,Everyone,Photography,31/07/2018,6.9.031,4.1,
Movement BE,SOCIAL,5.0,20,1200000.0,100,True,0,Teen,Social,10/11/2016,1.2,4.4,
Be Stronger,HEALTH_AND_FITNESS,4.8,787,53000000.0,1000,False,1.99,Everyone,Health & Fitness,31/07/2018,1.4.7,4.0.3,
Be My Love Animated Keyboard,PERSONALIZATION,4.6,838,11000000.0,50000,True,0,Teen,Personalization,30/03/2018,1.70,4.1,
Be My Princess 2,FAMILY,4.3,2806,27000000.0,100000,True,0,Teen,Entertainment,20/03/2018,3.6,2.3,
Millionaire Quiz Free: Be Rich,FAMILY,3.8,66033,6800000.0,10000000,True,0,Everyone,Casual,01/01/2018,2.5.1,4.0,
Be the Manager 2018 - Football Strategy,SPORTS,4.3,7557,7400000.0,100000,True,0,Everyone,Sports,12/03/2018,2.2.1,4.2,
Be like Me - Hay Nhu Toi,PERSONALIZATION,4.3,44,3500000.0,1000,True,0,Teen,Personalization,26/05/2016,1.3,4.0,
Be Fabulous PHOTO BOOTH,PHOTOGRAPHY,4.1,560,1700000.0,10000,True,0,Everyone,Photography,01/02/2017,1.07,4.0,
RadarNow!,WEATHER,4.5,54090,4000000.0,5000000,True,0,Everyone,Weather,28/02/2018,6.6,4.0,
Be My Princess,FAMILY,4.2,3103,8800000.0,100000,True,0,Teen,Entertainment,19/09/2017,6.5,2.2,
Fat No More - Be the Biggest Loser in the Gym!,FAMILY,3.8,48545,38000000.0,1000000,True,0,Everyone,Casual,03/08/2018,1.2.14,4.1,
Be Like Bill - Maker,FAMILY,4.3,18,1700000.0,1000,True,0,Everyone,Entertainment,27/01/2016,1.2,3.2,
Be the Manager 2016 (football),SPORTS,4.2,4330,6100000.0,100000,True,0,Everyone,Sports,19/10/2017,3.0,4.0,
Hair Salon - Fun Games,FAMILY,3.8,484226,27000000.0,50000000,True,0,Teen,Casual,15/06/2018,3.0.10,4.0,
Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,38000000.0,5000000,True,0,Everyone,Photography,19/07/2017,1.0.499,5.0,
Make your Be Like Bill,COMICS,4.0,78,2800000.0,5000,True,0,Everyone,Comics,16/01/2016,1.0,2.3,
Be like Bill Generator,FAMILY,4.2,67,6500000.0,5000,True,0,Teen,Entertainment,29/01/2016,1.08,4.0.3,
Be you GO Launcher Theme,PERSONALIZATION,4.3,1580,3600000.0,100000,True,0,Everyone,Personalization,12/11/2014,v1.0,2.3,
"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,53000000.0,10000000,True,0,Teen,Casual,19/04/2018,4.2.1,4.0.3,
Be Like Bro - Compilation,FAMILY,4.4,146,3900000.0,10000,True,0,Teen,Entertainment,30/03/2018,2.4,4.1,
YAY - TBH,SOCIAL,4.1,2520,12000000.0,100000,True,0,Teen,Social,17/11/2017,1.1.5,4.3,
The Sims™ Mobile,FAMILY,4.5,559597,89000000.0,10000000,True,0,Teen,Simulation,26/07/2018,11.1.1.179661,4.1,
Find My Friends,SOCIAL,4.2,305367,46000000.0,10000000,True,0,Everyone,Social,01/08/2018,16.7.1,4.4,
Beauty Idol: Fashion Queen,GAME,4.3,128367,54000000.0,1000000,True,0,Everyone,Arcade,27/10/2017,2.1.0,4.0.3,
Unseen - No Last Seen,TOOLS,4.4,103909,9200000.0,5000000,True,0,Everyone,Tools,11/05/2018,2.2.7,4.3,
OK K.O.! Lakewood Plaza Turbo,FAMILY,4.5,76608,24000000.0,1000000,True,0,Everyone 10+,Action,05/01/2017,1.3.1,4.0,
Hard Time (Prison Sim),GAME,4.3,275843,41000000.0,10000000,True,0,Teen,Adventure,19/07/2018,1.401,4.0,
Nick,FAMILY,4.2,123309,25000000.0,10000000,True,0,Everyone 10+,Entertainment,24/01/2018,2.0.8,4.4,
Battlefield™ Companion,GAME,4.0,263907,62000000.0,10000000,True,0,Everyone 10+,Action,01/11/2016,3.0.4,4.0,
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27000000.0,1000,False,0.99,Everyone 10+,Arcade,23/03/2017,1.00.10,4.0,
BF at Sea Refueled,GAME,4.4,1849,37000000.0,10000,True,0,Everyone,Board,20/10/2015,1.1.8,2.3.3,
BF Movies Fun,FAMILY,3.8,63,3700000.0,10000,True,0,Teen,Entertainment,07/04/2018,1.0,2.3.3,
BF Browser by Betfilter - Stop Gambling Today!,COMMUNICATION,3.0,39,4600000.0,10000,True,0,Everyone,Communication,04/09/2017,1.4,4.0.3,
My BF App,COMMUNICATION,4.1,141,9900000.0,50000,True,0,Everyone,Communication,19/12/2017,2.0,4.0,
Funny videos for whatsapp,VIDEO_PLAYERS,4.4,3066,9000000.0,1000000,True,0,Everyone,Video Players & Editors,17/12/2017,1.7,4.0.3,
BF games,FAMILY,4.1,262,29000000.0,50000,True,0,Everyone,Puzzle,01/11/2017,1.1,4.0.3,
BF 3d Wallpapers,FAMILY,4.1,256,2500000.0,100000,True,0,Teen,Entertainment,18/06/2015,4.7,3.0,
Hot Bhojpuri Video songs,FAMILY,4.1,28892,6300000.0,5000000,True,0,Teen,Entertainment,11/07/2018,1.3,4.0,
Bullet Force,GAME,4.5,634159,58000000.0,10000000,True,0,Teen,Action,21/06/2018,1.40,4.2,
GF - BF Chat Stories - Hindi English Convesation,FAMILY,4.1,32,4099999.9999999995,10000,True,0,Everyone,Education,18/06/2018,1.5,4.1,
BF Scale Health Fitness Tool,HEALTH_AND_FITNESS,2.2,19,9600000.0,1000,True,0,Everyone,Health & Fitness,29/11/2017,2.1,4.3,
BF-Calc,TOOLS,3.9,428,3800000.0,100000,True,0,Everyone,Tools,31/03/2015,1.2.5,2.3.3,
BF 4 Guns,FAMILY,4.0,1542,13000000.0,50000,True,0,Everyone,Entertainment,09/06/2015,3.0,3.0,
My Virtual Boyfriend,FAMILY,4.3,105,51000000.0,1000,False,0.99,Teen,Casual,17/02/2017,3.6,2.3.3,
Sexy Hot Detector Prank,FAMILY,3.9,17067,2700000.0,5000000,True,0,Everyone,Casual,13/02/2018,2.4.4,4.1,
BF Combat: Genesis,GAME,4.0,3322,82000000.0,100000,True,0,Mature 17+,Action,02/03/2017,5.1.6,2.3,
"Women""s Health Tips(Breast,Face,Body,weight lose)",HEALTH_AND_FITNESS,4.2,2509,5000000.0,1000000,True,0,Mature 17+,Health & Fitness,20/04/2018,1.8,4.1,
Combat BF: Black Ops 3,GAME,4.2,7699,83000000.0,500000,True,0,Mature 17+,Action,02/03/2017,5.1.6,2.3,
BF Beautiful Nature,FAMILY,3.6,5,2500000.0,1000,True,0,Mature 17+,Entertainment,11/06/2015,4.1,3.0,
BF 3d Images,FAMILY,4.3,19,2500000.0,1000,True,0,Teen,Entertainment,17/06/2015,4.5,3.0,
Hot Bhojpuri Video Song 2018 - Free Movies,FAMILY,4.4,447,3700000.0,100000,True,0,Mature 17+,Entertainment,04/04/2018,1.0,4.2,
Body Scanner xray Real Camera Prank Entertaintment,FAMILY,2.6,17,4600000.0,5000,True,0,Everyone,Entertainment,05/05/2018,1.0,2.3,
BF Frontline City,GAME,4.1,29798,80000000.0,1000000,True,0,Mature 17+,Action,06/03/2017,5.1.7,2.3,
Droid PRoCon BF3,TOOLS,3.5,412,2600000.0,5000,False,0.99,Everyone,Tools,12/03/2015,2.2,3.0,
BF Abstract 3d Pictures,FAMILY,4.2,72,2500000.0,10000,True,0,Teen,Entertainment,18/06/2015,5.1,3.0,
Random Love (BF),FAMILY,3.7,3,10000000.0,50,True,0,Everyone,Entertainment,04/10/2015,1.0.0,2.2,
Virtual Boyfriend Chat,FAMILY,2.4,407,306000.0,50000,True,0,Mature 17+,Entertainment,11/04/2017,1.0,2.2,
Talking Boyfriend,FAMILY,2.9,1073,2800000.0,100000,True,0,Everyone,Entertainment,28/08/2016,1.1,2.3.3,
Faketalk - Chatbot,GAME,4.2,63056,8100000.0,1000000,True,0,Teen,Word,03/07/2018,1.9.7,2.3,
XXX DISTILLERY,BUSINESS,4.2,509,3200000.0,100000,True,0,Everyone,Business,02/08/2017,1.1.0,4.0,
Cute Questions BF,LIFESTYLE,4.0,3,3300000.0,1000,True,0,Everyone,Lifestyle,02/06/2018,3.0.0,4.4,
BG Score,SPORTS,2.6,64,1600000.0,10000,True,0,Everyone,Sports,26/07/2017,2.1,4.0.3,
BG Advisor™,TOOLS,4.4,7,5600000.0,1000,True,0,Everyone,Tools,10/01/2017,1.3,4.0.3,
BG Products,AUTO_AND_VEHICLES,4.8,4,4500000.0,500,True,0,Everyone,Auto & Vehicles,28/11/2017,1.3,5.0,
